ServerName,FQDN,Status,Name,StartName,StartMode,
CFSBCKFAXAPP01,CFSBCKFAXAPP01.adcfs.capita.co.uk,Online,RFIsoConv,ADCFS\SRV_BCK_RightFax,Auto,"sc \\CFSBCKFAXAPP01.adcfs.capita.co.uk start ""RFIsoConv"""
CFSBCKFAXAPP01,CFSBCKFAXAPP01.adcfs.capita.co.uk,Online,RFMIME,ADCFS\SRV_BCK_RightFax,Manual,
CFSBCKFAXAPP01,CFSBCKFAXAPP01.adcfs.capita.co.uk,Online,RFPAGE,ADCFS\SRV_BCK_RightFax,Auto,"sc \\CFSBCKFAXAPP01.adcfs.capita.co.uk start ""RFPAGE"""
CFSBCKFAXAPP01,CFSBCKFAXAPP01.adcfs.capita.co.uk,Online,RFQUEUE,ADCFS\SRV_BCK_RightFax,Auto,"sc \\CFSBCKFAXAPP01.adcfs.capita.co.uk start ""RFQUEUE"""
CFSBCKFAXAPP01,CFSBCKFAXAPP01.adcfs.capita.co.uk,Online,RFRemote,ADCFS\SRV_BCK_RightFax,Auto,"sc \\CFSBCKFAXAPP01.adcfs.capita.co.uk start ""RFRemote"""
CFSBCKFAXAPP01,CFSBCKFAXAPP01.adcfs.capita.co.uk,Online,RFRPC,ADCFS\SRV_BCK_RightFax,Auto,"sc \\CFSBCKFAXAPP01.adcfs.capita.co.uk start ""RFRPC"""
CFSBCKFAXAPP01,CFSBCKFAXAPP01.adcfs.capita.co.uk,Online,RFSERVER,ADCFS\SRV_BCK_RightFax,Auto,"sc \\CFSBCKFAXAPP01.adcfs.capita.co.uk start ""RFSERVER"""
CFSBCKFAXAPP01,CFSBCKFAXAPP01.adcfs.capita.co.uk,Online,RFWORK1,ADCFS\SRV_BCK_RightFax,Manual,
CFSBCKFAXAPP01,CFSBCKFAXAPP01.adcfs.capita.co.uk,Online,RFWORK2,ADCFS\SRV_BCK_RightFax,Manual,
CFSBCKFAXAPP01,CFSBCKFAXAPP01.adcfs.capita.co.uk,Online,RFWORK3,ADCFS\SRV_BCK_RightFax,Manual,
CFSBCKFAXAPP01,CFSBCKFAXAPP01.adcfs.capita.co.uk,Online,RFWORK4,ADCFS\SRV_BCK_RightFax,Manual,
CFSBCKHBLAPP01,CFSBCKHBLAPP01.adcfs.capita.co.uk,Online,BackupExecAgentAccelerator,ADCFS\svcBackupExec,Auto,"sc \\CFSBCKHBLAPP01.adcfs.capita.co.uk start ""BackupExecAgentAccelerator"""
CFSBCKHBLAPP01,CFSBCKHBLAPP01.adcfs.capita.co.uk,Online,CIMnotify,ADCFS\svcHewlettPackard,Manual,
CFSBCKHBLAPP01,CFSBCKHBLAPP01.adcfs.capita.co.uk,Online,CpqNicMgmt,ADCFS\svcHewlettPackard,Auto,"sc \\CFSBCKHBLAPP01.adcfs.capita.co.uk start ""CpqNicMgmt"""
CFSBCKHBLAPP01,CFSBCKHBLAPP01.adcfs.capita.co.uk,Online,CpqRcmc,ADCFS\svcHewlettPackard,Auto,"sc \\CFSBCKHBLAPP01.adcfs.capita.co.uk start ""CpqRcmc"""
CFSBCKHBLAPP01,CFSBCKHBLAPP01.adcfs.capita.co.uk,Online,CqMgHost,ADCFS\svcHewlettPackard,Auto,"sc \\CFSBCKHBLAPP01.adcfs.capita.co.uk start ""CqMgHost"""
CFSBCKHBLAPP01,CFSBCKHBLAPP01.adcfs.capita.co.uk,Online,CqMgServ,ADCFS\svcHewlettPackard,Auto,"sc \\CFSBCKHBLAPP01.adcfs.capita.co.uk start ""CqMgServ"""
CFSBCKHBLAPP01,CFSBCKHBLAPP01.adcfs.capita.co.uk,Online,CqMgStor,ADCFS\svcHewlettPackard,Auto,"sc \\CFSBCKHBLAPP01.adcfs.capita.co.uk start ""CqMgStor"""
CFSBCKHBLAPP01,CFSBCKHBLAPP01.adcfs.capita.co.uk,Online,sysdown,ADCFS\svcHewlettPackard,Auto,"sc \\CFSBCKHBLAPP01.adcfs.capita.co.uk start ""sysdown"""
CFSBCKHBLAPP02,CFSBCKHBLAPP02.adcfs.capita.co.uk,Online,SwAdminService,.\svc_Hornbill,Auto,"sc \\CFSBCKHBLAPP02.adcfs.capita.co.uk start ""SwAdminService"""
CFSBCKHBLAPP02,CFSBCKHBLAPP02.adcfs.capita.co.uk,Online,SwCalendarService,.\svc_Hornbill,Auto,"sc \\CFSBCKHBLAPP02.adcfs.capita.co.uk start ""SwCalendarService"""
CFSBCKHBLAPP02,CFSBCKHBLAPP02.adcfs.capita.co.uk,Online,SwFileService,.\svc_Hornbill,Auto,"sc \\CFSBCKHBLAPP02.adcfs.capita.co.uk start ""SwFileService"""
CFSBCKHBLAPP02,CFSBCKHBLAPP02.adcfs.capita.co.uk,Online,SwHttpServer,.\svc_Hornbill,Auto,"sc \\CFSBCKHBLAPP02.adcfs.capita.co.uk start ""SwHttpServer"""
CFSBCKHBLAPP02,CFSBCKHBLAPP02.adcfs.capita.co.uk,Online,SwIndexServer,.\svc_Hornbill,Auto,"sc \\CFSBCKHBLAPP02.adcfs.capita.co.uk start ""SwIndexServer"""
CFSBCKHBLAPP02,CFSBCKHBLAPP02.adcfs.capita.co.uk,Online,SwLogService,.\svc_Hornbill,Auto,"sc \\CFSBCKHBLAPP02.adcfs.capita.co.uk start ""SwLogService"""
CFSBCKHBLAPP02,CFSBCKHBLAPP02.adcfs.capita.co.uk,Online,SwMailSchedule,.\svc_Hornbill,Auto,"sc \\CFSBCKHBLAPP02.adcfs.capita.co.uk start ""SwMailSchedule"""
CFSBCKHBLAPP02,CFSBCKHBLAPP02.adcfs.capita.co.uk,Online,SwMailService,.\svc_Hornbill,Auto,"sc \\CFSBCKHBLAPP02.adcfs.capita.co.uk start ""SwMailService"""
CFSBCKHBLAPP02,CFSBCKHBLAPP02.adcfs.capita.co.uk,Online,SwMessengerService,.\svc_Hornbill,Auto,"sc \\CFSBCKHBLAPP02.adcfs.capita.co.uk start ""SwMessengerService"""
CFSBCKHBLAPP02,CFSBCKHBLAPP02.adcfs.capita.co.uk,Online,SwSchedulerService,.\svc_Hornbill,Auto,"sc \\CFSBCKHBLAPP02.adcfs.capita.co.uk start ""SwSchedulerService"""
CFSBCKHBLAPP02,CFSBCKHBLAPP02.adcfs.capita.co.uk,Online,SwServerService,.\svc_Hornbill,Auto,"sc \\CFSBCKHBLAPP02.adcfs.capita.co.uk start ""SwServerService"""
CFSBCKINTFTP01,CFSBCKINTFTP01.adcfs.capita.co.uk,Online,MSSyncToyService,.\Administrator,Disabled,
CFSBCKITIAPP02,CFSBCKITIAPP02.adcfs.capita.co.uk,Online,ETF File Shifter - System Test,ADCFS\svc_ETF,Auto,"sc \\CFSBCKITIAPP02.adcfs.capita.co.uk start ""ETF File Shifter - System Test"""
CFSBCKITIAPP02,CFSBCKITIAPP02.adcfs.capita.co.uk,Online,ETF File Shifter - UAT,ADCFS\svc_ETF,Auto,"sc \\CFSBCKITIAPP02.adcfs.capita.co.uk start ""ETF File Shifter - UAT"""
CFSBCKITIAPR01,CFSBCKITIAPR01.adcfs.capita.co.uk,Online,APRSVC,SVC_Anixis_PasswordService@adcfs.capita.co.uk,Auto,"sc \\CFSBCKITIAPR01.adcfs.capita.co.uk start ""APRSVC"""
CFSBCKITICTX01,CFSBCKITICTX01.adcfs.capita.co.uk,Online,CTXCPUBal,.\ctx_cpuuser,Manual,
CFSBCKITICTX01,CFSBCKITICTX01.adcfs.capita.co.uk,Online,RadeSvc,.\Ctx_StreamingSvc,Auto,"sc \\CFSBCKITICTX01.adcfs.capita.co.uk start ""RadeSvc"""
CFSBCKITICTX02,CFSBCKITICTX02.adcfs.capita.co.uk,Online,CTXCPUBal,.\ctx_cpuuser,Manual,
CFSBCKITICTX02,CFSBCKITICTX02.adcfs.capita.co.uk,Online,RadeSvc,.\Ctx_StreamingSvc,Auto,"sc \\CFSBCKITICTX02.adcfs.capita.co.uk start ""RadeSvc"""
CFSBCKITICTX03,CFSBCKITICTX03.adcfs.capita.co.uk,Online,CTXCPUBal,.\ctx_cpuuser,Auto,"sc \\CFSBCKITICTX03.adcfs.capita.co.uk start ""CTXCPUBal"""
CFSBCKITICTX03,CFSBCKITICTX03.adcfs.capita.co.uk,Online,RadeSvc,.\Ctx_StreamingSvc,Auto,"sc \\CFSBCKITICTX03.adcfs.capita.co.uk start ""RadeSvc"""
CFSBCKITICTX04,CFSBCKITICTX04.adcfs.capita.co.uk,Online,CTXCPUBal,.\ctx_cpuuser,Manual,
CFSBCKITICTX04,CFSBCKITICTX04.adcfs.capita.co.uk,Online,RadeSvc,.\Ctx_StreamingSvc,Auto,"sc \\CFSBCKITICTX04.adcfs.capita.co.uk start ""RadeSvc"""
CFSBCKITICTX05,CFSBCKITICTX05.adcfs.capita.co.uk,Online,CTXCPUBal,.\ctx_cpuuser,Manual,
CFSBCKITICTX05,CFSBCKITICTX05.adcfs.capita.co.uk,Online,RadeSvc,.\Ctx_StreamingSvc,Auto,"sc \\CFSBCKITICTX05.adcfs.capita.co.uk start ""RadeSvc"""
CFSBCKITICTX06,CFSBCKITICTX06.adcfs.capita.co.uk,Online,CTXCPUBal,.\ctx_cpuuser,Manual,
CFSBCKITICTX06,CFSBCKITICTX06.adcfs.capita.co.uk,Online,RadeSvc,.\Ctx_StreamingSvc,Auto,"sc \\CFSBCKITICTX06.adcfs.capita.co.uk start ""RadeSvc"""
CFSBCKITICTX07,,Request Timed Out,NA,NA,NA,
CFSBCKITICTX08,,Online,NA,NA,NA,
CFSBCKITICTX09,,Request Timed Out,NA,NA,NA,
CFSBCKITICTX10,,Online,NA,NA,NA,
CFSBCKITICTX11,CFSBCKITICTX11.adcfs.capita.co.uk,Online,RadeSvc,.\Ctx_StreamingSvc,Auto,"sc \\CFSBCKITICTX11.adcfs.capita.co.uk start ""RadeSvc"""
CFSBCKITICTX12,CFSBCKITICTX12.adcfs.capita.co.uk,Online,RadeSvc,.\Ctx_StreamingSvc,Auto,"sc \\CFSBCKITICTX12.adcfs.capita.co.uk start ""RadeSvc"""
CFSBCKITICTX13,CFSBCKITICTX13.adcfs.capita.co.uk,Online,RadeSvc,.\Ctx_StreamingSvc,Auto,"sc \\CFSBCKITICTX13.adcfs.capita.co.uk start ""RadeSvc"""
CFSBCKITICTX14,,Online,NA,NA,NA,
